Id,Title,Episodes,Year,YearStart,YearEnd,TotalYears,EpisodesPerYear,Channel,American company,Technique,IMDb,google_user_rating
528,Fatherhood,26,2004-2006,2004,2006,2,13,Nick at Nite,"Smiley, Inc.",Flash,6.6,76
535,Fillmore!,26,2002-2004,2002,2004,2,13,"ABC
Toon Disney",Walt Disney Television Animation,Traditional,7.6,95
548,Foofur,26,1986-1988,1986,1988,2,13,NBC,Hanna-Barbera,Traditional,5.8,88
647,Green Lantern: The Animated Series,26,2011-2013,2011,2013,2,13,Cartoon Network,Warner Bros. AnimationDC Entertainment,CGI,8,80
652,Growing Up Creepie,26,2006-2008,2006,2008,2,13,Discovery Kids,Mike Young Productions,Flash,7.1,94
700,The Hillbilly Bears,26,1965-1967,1965,1967,2,13,NBC,Hanna-Barbera,Traditional,6.7,93
770,Iron Man,26,1994-1996,1994,1996,2,13,Syndication,Marvel Entertainment,Traditional,7.9,87
820,Kenny the Shark,26,2003-2005,2003,2005,2,13,Discovery Kids,Phase 4,Traditional,6.7,87
839,Kissyfur,26,1986-1988,1986,1988,2,13,NBC,DIC Entertainment,Traditional,7.5,92
924,Loonatics Unleashed,26,2006-2008,2006,2008,2,13,Kids' WB,Warner Bros. Animation,Traditional,5.7,85
958,Matty's Funday Funnies,26,1959-1961,1959,1961,2,13,ABC,Harvey Films,Traditional,7.4,68
1004,Mixels,26,2014-2016,2014,2016,2,13,Cartoon Network,The Lego GroupCartoon Network Studios,Traditional/Flash,3.7,87
1032,The Mummy,26,2001-2003,2001,2003,2,13,Kids' WB,Universal Cartoon Studios,Traditional,6.2,79
1055,Mecha Builders,26,2022-2024,2022,2024,2,13,Cartoonito,Sesame Workshop,CGI,7.8,66
1083,NASCAR Racers,26,1999-2001,1999,2001,2,13,Fox Kids,Saban Entertainment,Traditional,6.2,94
1159,Ozzy & Drix,26,2002-2004,2002,2004,2,13,Kids' WB,Warner Bros. Animation,Traditional,6.9,93
1200,Poochini,26,2000-2002,2000,2002,2,13,Syndication,WildBrain Entertainment,Traditional,6.2,86
1215,Precious Pupp,26,1965-1967,1965,1967,2,13,NBC,Hanna-Barbera,Traditional,6.3,85
1219,The Problem Solverz,26,2011-2013,2011,2013,2,13,Cartoon Network,Cartoon Network Studios,Flash,2,21
1360,Shaggy & Scooby-Doo Get a Clue!,26,2006-2008,2006,2008,2,13,Kids' WB,Warner Bros. Animation,Traditional,4.5,79
1363,Sheep in the Big City,26,2000-2002,2000,2002,2,13,Cartoon Network,Curious Pictures,Traditional,6.9,89
1395,Spider-Man and His Amazing Friends,26,1981-1983,1981,1983,2,13,NBC,Marvel Entertainment,Traditional,7.1,75
1457,Sing Me a Story with Belle,26,1995-1997,1995,1997,2,13,Syndication,Walt Disney Television,Traditional/Live-action,7.3,93
1505,Shelldon,26,2009-2011,2009,2011,2,13,qubo,Classic Media,CGI,6.3,72
1506,Sherlock Holmes in the 22nd Century,26,1999-2001,1999,2001,2,13,Fox KidsSyndication,DIC Entertainment,Traditional,7.1,89
1510,Sitting Ducks,26,2001-2003,2001,2003,2,13,Cartoon Network,Creative Capers Entertainment,CGI,7,96
1547,Tak and the Power of Juju,26,2007-2009,2007,2009,2,13,Nickelodeon,Nickelodeon Animation Studio,CGI,3.4,61
1583,Time Squad,26,2001-2003,2001,2003,2,13,Cartoon Network,Cartoon Network Studios,Traditional,7.5,95
1585,The Tiny Chef Show,26,2022-2024,2022,2024,2,13,Nickelodeon,Nickelodeon Animation Studio,Stop-motion,6.7,82
1595,Tom and Jerry Tales,26,2006-2008,2006,2008,2,13,Kids' WB,Warner Bros. Animation,Traditional,7.4,92
1597,Tom Terrific,26,1957-1959,1957,1959,2,13,CBS,Terrytoons,Traditional,7.7,88
1664,True and the Rainbow Kingdom,26,2017-2019,2017,2019,2,13,Netflix,Home Plate Entertainment,CGI,7.1,83
1703,Voltron: The Third Dimension,26,1998-2000,1998,2000,2,13,Syndication,Mike Young Productions,CGI,6.1,52
1788,Xiaolin Chronicles,26,2013-2015,2013,2015,2,13,Disney XD,ActionFliks Media Corporation,Traditional/CGI,6.4,79
3,3-South,13,2002-2003,2002,2003,1,13,MTV,Warner Bros. AnimationMTV Animation,Traditional,8,87
30,The Adventures of Hyperman,13,1995-1996,1995,1996,1,13,CBS,Hyperion Animation,Traditional,7,72
105,The Adventures of Sam & Max: Freelance Police,13,1997-1998,1997,1998,1,13,Fox Kids,Nelvana,Traditional,7.7,90
123,The Avengers: United They Stand,13,1999-2000,1999,2000,1,13,Fox Kids Network,Saban Entertainment,Traditional,5.3,53
235,Blade Runner: Black Lotus,13,2021-2022,2021,2022,1,13,Adult Swim,Alcon Entertainment,CGI,6.3,72
237,Blaster's Universe,13,1999-2000,1999,2000,1,13,CBS,Knowledge Adventure,Traditional,7.4,88
298,Channel Umptee-3,13,1997-1998,1997,1998,1,13,Kids' WB,Adelaide Productions,Traditional,6.8,54
341,C Bear and Jamal,13,1996-1997,1996,1997,1,13,Fox Kids,Film Roman,Traditional,5.8,87
342,Cadillacs and Dinosaurs,13,1993-1994,1993,1994,1,13,CBS,Nelvana,Traditional,7,95
370,Coconut Fred's Fruit Salad Island,13,2005-2006,2005,2006,1,13,Kids' WB,Warner Bros. Animation,Flash,2.6,34
406,Detention,13,1999-2000,1999,2000,1,13,Kids' WB,Warner Bros. Animation,Traditional,7.6,69
451,Dumb and Dumber,13,1995-1996,1995,1996,1,13,ABC,Hanna-Barbera,Traditional,7.3,85
508,Fabulous Funnies,13,1978-1979,1978,1979,1,13,NBC,Filmation,Traditional,7.6,87
527,Father of the Pride,13,2004-2005,2004,2005,1,13,NBC,DreamWorks Animation Television,CGI,6.7,70
604,Generation Jets,13,2003-2004,2003,2004,1,13,WCBS-TV,B-Train Films,Flash,7,88
605,Generation O!,13,2000-2001,2000,2001,1,13,Kids' WB,Sunbow Entertainment,Traditional,6.6,86
667,Harold and the Purple Crayon,13,2001-2002,2001,2002,1,13,HBO Family,Adelaide Productions,Traditional,7.9,86
726,Hammerman,13,1991-1992,1991,1992,1,13,ABC,DIC Entertainment,Traditional,3.9,69
758,The Incredible Hulk (1982),13,1982-1983,1982,1983,1,13,NBC,Marvel Productions,Traditional,6.7,69
846,Krapopolis,13,2023-2024,2023,2024,1,13,Fox,Bento Box Entertainment,Flash,6.2,42
867,The Legend of Calamity Jane,13,1997-1998,1997,1998,1,13,Kids' WB,Gangster Production,Traditional,7.2,88
912,Little Wizards,13,1987-1988,1987,1988,1,13,ABC,Marvel Productions,Traditional,7.1,65
1012,Monster Farm,13,1998-1999,1998,1999,1,13,Fox Family,Saban Entertainment,Traditional,6.2,65
1023,The Mouse and the Monster,13,1996-1997,1996,1997,1,13,UPN,Saban Entertainment,Traditional,6.5,49
1068,Mother Up!,13,2013-2014,2013,2014,1,13,Hulu,Broadway Video,Flash,5.4,60
1095,The New Adventures of Jonny Quest,13,1986-1987,1986,1987,1,13,Syndication,Hanna-Barbera,Traditional,7.2,94
1135,The Oblongs,13,2001-2002,2001,2002,1,13,The WB,Mohawk Productions,Traditional,7.1,91
1190,"Pinky, Elmyra & the Brain",13,1998-1999,1998,1999,1,13,Kids' WB,Warner Bros. Animation,Traditional,5.8,78
1232,Paddington Bear,13,1989-1990,1989,1990,1,13,Syndication,Hanna-Barbera,Traditional,8.4,82
1268,Random! Cartoons,13,2008-2009,2008,2009,1,13,Nicktoons Network,Frederator Studios,CGI/Traditional/Flash,7.1,85
1293,The Ripping Friends,13,2001-2002,2001,2002,1,13,Fox Kids,Spümcø,Traditional,6.3,86
1334,Santo Bugito,13,1995-1996,1995,1996,1,13,CBS,Klasky Csupo,Traditional,6.9,90
1364,Shelley Duvall's Bedtime Stories,13,1992-1993,1992,1993,1,13,Showtime,Universal Animation Studios,Traditional,7.4,60
1383,Space Cats,13,1991-1992,1991,1992,1,13,NBC,Paul Fusco Productions,Traditional,7,86
1418,Stripperella,13,2003-2004,2003,2004,1,13,Spike,Spike Animation,Traditional,5.6,69
1459,Slangman's World,13,2008-2009,2008,2009,1,13,American Forces NetworkGPB,Cosmic Toast Studios,Live-Action/Flash,4.2,38
1462,Son of Zorn,13,2016-2017,2016,2017,1,13,Fox,Agnew Jorné Productions,Flash/Live-action,6.8,81
1468,Spaceballs: The Animated Series,13,2008-2009,2008,2009,1,13,G4,G4 Media,Flash,4.2,57
1485,Stroker & Hoop,13,2004-2005,2004,2005,1,13,Adult Swim,Studio B Productions,Flash,7.3,73
1529,Star Wars: Droids,13,1985-1986,1985,1986,1,13,ABC,Lucasfilm,Traditional,5.9,64
1537,Super Dave: Daredevil for Hire,13,1992-1993,1992,1993,1,13,Fox Kids,DIC Entertainment,Traditional,6.7,85
1621,Trollkins,13,1981-1982,1981,1982,1,13,CBS,Hanna-Barbera,Traditional,7.5,88
1672,Ultraforce,13,1994-1995,1994,1995,1,13,USA Network,DIC Entertainment,Traditional,6.1,68
1692,VH1 ILL-ustrated,13,2003-2004,2003,2004,1,13,VH1,Camp Chaos Productions,Traditional,7.1,78
1718,Waynehead,13,1996-1997,1996,1997,1,13,Kids' WB,Warner Bros. Animation,Traditional,6.4,68
1724,Weird-Ohs,13,1999-2000,1999,2000,1,13,Fox Family,Testor Corporation,CGI,6.3,79
1746,Wild C.A.T.s,13,1994-1995,1994,1995,1,13,CBS,Nelvana,Traditional,6.6,79
1301,Robot Chicken,220,2005-2022,2005,2022,17,12.94117647,Adult Swim,Williams Street,Stop-motion,7.7,86
181,BoJack Horseman,77,2014-2020,2014,2020,6,12.83333333,Netflix,ShadowMachine,Flash,8.8,95
1064,Molly of Denali,64,2019-2024,2019,2024,5,12.8,PBS Kids,WGBH,Traditional,8.8,78
1325,RWBY Chibi,64,2016-2021,2016,2021,5,12.8,YouTube,Rooster Teeth,Traditional,7.5,86
429,Dora and Friends: Into the City!,38,2014-2017,2014,2017,3,12.66666667,Nickelodeon,Nickelodeon Animation Studio,Flash,3.8,34
1235,Peg + Cat,63,2013-2018,2013,2018,5,12.6,PBS Kids,Fred Rogers Productions,Flash,7.9,76
238,Blaze and the Monster Machines,125,2014-2024,2014,2024,10,12.5,Nickelodeon,Nickelodeon Animation Studio,CGI,5.7,74
975,Mickey Mouse Clubhouse,125,2006-2016,2006,2016,10,12.5,Playhouse Disney (2006-11)Disney Junior (2011-16),Disney Television Animation,CGI,5.8,79
692,Hey Arnold!,100,1996-2004,1996,2004,8,12.5,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.6,92
222,Barbie: Life in the Dreamhouse,75,2012-2018,2012,2018,6,12.5,YouTube,Mattel Television,CGI,7.5,85
750,If You Give a Mouse a Cookie,50,2017-2021,2017,2021,4,12.5,Amazon Prime Video,Amazon Studios,Traditional,6.7,51
572,Frisky Dingo,25,2006-2008,2006,2008,2,12.5,Adult Swim,Williams Street,Flash,8.2,80
1408,Star Wars: Clone Wars,25,2003-2005,2003,2005,2,12.5,Cartoon Network,LucasfilmCartoon Network Studios,Traditional,8.4,91
1435,SWAT Kats: The Radical Squadron,25,1993-1995,1993,1995,2,12.5,TBS,Hanna-Barbera,Traditional,8.4,91
338,Curious George (2006),198,2006-2022,2006,2022,16,12.375,PBS KidsPeacock,Universal Animation Studios,Traditional,6.5,73
1322,Rugrats (2021),37,2021-2024,2021,2024,3,12.33333333,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,CGI,4.3,58
1786,Xavier Riddle and the Secret Museum,37,2019-2022,2019,2022,3,12.33333333,PBS Kids,Brown Bag Films,Flash,7.8,81
1748,Wild Kratts,158,2011-2024,2011,2024,13,12.15384615,PBS Kids Go! (2011-13)PBS Kids (2013-2024),Kratt Brothers Company,Flash,7.7,93
1464,South Park,325,1997-2024,1997,2024,27,12.03703704,Comedy Central,South Park Studios,CGI,8.7,94
1634,T.U.F.F. Puppy,60,2010-2015,2010,2015,5,12,Nickelodeon,Billionfold Inc.Nickelodeon Animation Studio,Traditional,5.7,86
1775,Word Party,60,2016-2021,2016,2021,5,12,Netflix,The Jim Henson Company,CGI,5.6,69
813,KaBlam!,48,1996-2000,1996,2000,4,12,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.8,92
71,Animaniacs (2020),36,2020-2023,2020,2023,3,12,Hulu,Warner Bros. Animation,Traditional,7.7,87
77,Aquaman,36,1967-1970,1967,1970,3,12,CBS,Filmation,Traditional,6.6,70
200,Brickleberry,36,2012-2015,2012,2015,3,12,Comedy Central,Damn! Show Productions,Flash,7.3,89
436,Drawn Together,36,2004-2007,2004,2007,3,12,Comedy Central,Comedy PartnersDouble Hemm,Traditional,7.1,92
536,Final Space,36,2018-2021,2018,2021,3,12,TBSAdult Swim,ShadowMachine,Traditional,8.2,92
314,Cleopatra in Space,24,2020-2022,2020,2022,2,12,HuluPeacock,DreamWorks Animation Television,Flash,6.6,73
317,Close Enough,24,2020-2022,2020,2022,2,12,HBO Max,Cartoon Network Studios,Traditional,7.8,82
537,Firebuds,24,2022-2024,2022,2024,2,12,Disney Junior,Disney Television Animation,CGI,5.3,56
872,The Legend of Vox Machina,24,2022-2024,2022,2024,2,12,Amazon Prime Video,Amazon Studios,Traditional,8.4,91
1025,The Moxy Show,24,1993-1995,1993,1995,2,12,Cartoon Network,Hanna-Barbera,CGI,7,82
1517,Snoopy in Space,24,2019-2021,2019,2021,2,12,Apple TV+,Peanuts Worldwide,Traditional,7.6,88
16,Action League Now!,12,2001-2002,2001,2002,1,12,Nickelodeon,Nickelodeon Animation Studio,Stop-Motion,8,86
169,Birdgirl,12,2021-2022,2021,2022,1,12,Adult Swim,Williams Street,Flash,6,70
205,The Bug Diaries,12,2019-2020,2019,2020,1,12,Amazon Prime Video,Amazon Studios,Flash,6,48
273,Care Bears & Cousins,12,2015-2016,2015,2016,1,12,Netflix,Splash EntertainmentAmerican Greetings,CGI,6.9,74
683,Hell Den,12,2019-2020,2019,2020,1,12,DrinkTVSyfy,Dr. God Productions,Flash,5.5,34
1481,Stone Quackers,12,2014-2015,2014,2015,1,12,FXX,ADHD Studios,Flash,6.7,64
1698,Vixen,12,2015-2016,2015,2016,1,12,CW Seed,Warner Bros. AnimationDC Entertainment,Traditional,7,61
1725,Well Versed,12,2023-2024,2023,2024,1,12,Nickelodeon,Nickelodeon Animation Studio,Flash,5.4,52
1739,Where's My Water?: Swampy's Underground Adventures,12,2012-2013,2012,2013,1,12,Disney Channel,Animax Entertainment,Flash,7.9,87
1805,Young Love,12,2023-2024,2023,2024,1,12,Max,Sony Pictures Animation,Traditional,7.5,87
1814,Zombie College,12,2000-2001,2000,2001,1,12,NA,icebox.com,Flash,6.8,62
1399,SpongeBob SquarePants,296,1999-2024,1999,2024,25,11.84,Nickelodeon,United Plankton PicturesNickelodeon Animation Studio,Traditional,8.2,86
991,Mike Tyson Mysteries,70,2014-2020,2014,2020,6,11.66666667,Adult Swim,Warner Bros. AnimationWilliams Street,Traditional,8.2,89
922,Long Ago and Far Away,35,1989-1992,1989,1992,3,11.66666667,PBS,WGBH,Stop-Motion/Live-Action,8.7,94
1173,Penn Zero: Part-Time Hero,35,2014-2017,2014,2017,3,11.66666667,Disney XD,Disney Television Animation,Flash,7,81
443,"Dr. Katz, Professional Therapist",81,1995-2002,1995,2002,7,11.57142857,Comedy Central,Tom Snyder Productions,Traditional,7.6,93
1242,Pinkalicious & Peterrific,69,2018-2024,2018,2024,6,11.5,PBS Kids,WGBH,Flash,5.1,32
379,Creepy Crawlers,23,1994-1996,1994,1996,2,11.5,Syndication,Sunbow Entertainment,Traditional,6.6,92
845,Kong: King of the Apes,23,2016-2018,2016,2018,2,11.5,Netflix,Sprite Animation Studios,CGI,5.8,42
1129,Norman Picklestripes,23,2019-2021,2019,2021,2,11.5,Universal Kids,Factory,Stop-Motion,7.4,49
1224,Punkin' Puss & Mushmouse,23,1964-1966,1964,1966,2,11.5,Syndication,Hanna-Barbera,Traditional,6.9,94
1289,Ricochet Rabbit & Droop-a-Long,23,1964-1966,1964,1966,2,11.5,Syndication,Hanna-Barbera,Traditional,6.6,96
1518,Sniz & Fondue,23,1996-1998,1996,1998,2,11.5,Nickelodeon,Nickelodeon Animation Studio,Traditional,8.2,93
1542,Super Why!,103,2007-2016,2007,2016,9,11.44444444,PBS Kids,Out of the Blue Enterprises,CGI,6.1,78
1776,WordWorld,45,2007-2011,2007,2011,4,11.25,PBS Kids,The Learning Box,CGI,6.8,86
457,Daniel Tiger's Neighborhood,134,2012-2024,2012,2024,12,11.16666667,PBS Kids,Fred Rogers Productions,Flash,7.5,73
410,Dexter's Laboratory,78,1996-2003,1996,2003,7,11.14285714,Cartoon Network,Cartoon Network Studios,Traditional,7.9,93
1212,The Powerpuff Girls (1998),78,1998-2005,1998,2005,7,11.14285714,Cartoon Network,Cartoon Network Studios,Traditional,7.3,89
1478,Star Wars: The Clone Wars,133,2008-2020,2008,2020,12,11.08333333,Cartoon NetworkNetflixDisney+,Lucasfilm,CGI,8.4,91
55,All Grown Up!,55,2003-2008,2003,2008,5,11,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,5.5,88
97,Axe Cop,22,2013-2015,2013,2015,2,11,FoxFXX,ADHD Studios,Traditional,7.3,73
765,Inspector Gadget's Field Trip,22,1996-1998,1996,1998,2,11,The History Channel,DIC Entertainment,Traditional/Live-action,8.1,80
1482,StoryBots: Answer Time,22,2022-2024,2022,2024,2,11,Netflix,JibJab Bros. Studios,Flash,7.4,52
946,Major Lazer,11,2014-2015,2014,2015,1,11,FXX,ADHD Studios,Traditional,7.6,86
1388,Space Stars,11,1981-1982,1981,1982,1,11,NBC,Hanna-Barbera,Traditional,7.3,90
1599,Too Cool! Cartoons,11,2013-2014,2013,2014,1,11,YouTube,Frederator Studios,Traditional/Flash,6.6,74
44,Adventures of the Gummi Bears,65,1985-1991,1985,1991,6,10.83333333,NBC,Walt Disney Television Animation,Traditional,7.5,90
412,Dick Figures,54,2010-2015,2010,2015,5,10.8,YouTube,6 Point Harness,Flash,7.8,92
1433,Superman: The Animated Series,54,1995-2000,1995,2000,5,10.8,Kids' WB,Warner Bros. Animation,Traditional,8.1,81
511,The Fairly OddParents,172,2001-2017,2001,2017,16,10.75,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,Traditional (seasons 1-9)/Flash (season 10),7.2,91
1091,The New Adventures of Flash Gordon,32,1979-1982,1979,1982,3,10.66666667,NBC,Filmation,Traditional,6.9,78
1476,Star Wars: The Bad Batch,32,2021-2024,2021,2024,3,10.66666667,Disney+,Lucasfilm Animation,CGI,7.8,83
127,Baby Looney Tunes,53,2001-2006,2001,2006,5,10.6,Kids' WB (season 1)Cartoon Network (season 2),Warner Bros. Animation,Traditional,6.1,93
1324,RWBY,116,2013-2024,2013,2024,11,10.54545455,Rooster Teeth,Rooster Teeth Animation,CGI,7.7,92
1732,"What's New, Scooby-Doo?",42,2002-2006,2002,2006,4,10.5,Kids' WB,Warner Bros. Animation,Traditional,7.3,94
581,Future-Worm!,21,2016-2018,2016,2018,2,10.5,Disney XD,Disney Television Animation,Flash,5.3,46
806,Jungle Cubs,21,1996-1998,1996,1998,2,10.5,ABC,Walt Disney Television Animation,Traditional,6.1,92
861,The Last Kids on Earth,21,2019-2021,2019,2021,2,10.5,Netflix,Atomic Cartoons,Flash,7.2,77
1191,The Pirates of Dark Water,21,1991-1993,1991,1993,2,10.5,ABC,Hanna-Barbera,Traditional,8.3,92
1227,The Puppy's Further Adventures,21,1982-1984,1982,1984,2,10.5,ABC,Ruby-Spears Enterprises,Traditional,7.7,93
1558,Tasty Time with ZeFronk,21,2008-2010,2008,2010,2,10.5,Playhouse Disney,OddBot Inc.,Flash,7.2,96
1632,The Twisted Tales of Felix the Cat,21,1995-1997,1995,1997,2,10.5,CBS,Felix the Cat Productions,Traditional,7.4,88
361,Chloe's Closet,52,2009-2014,2009,2014,5,10.4,Sprout,MoonScoop Entertainment,Flash,7.4,80
516,Fanboy & Chum Chum,52,2009-2014,2009,2014,5,10.4,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,CGI,3.3,77
707,Home Movies,52,1999-2004,1999,2004,5,10.4,UPNAdult Swim,Tom Synder Productions,Flash,8.2,90
859,Lassie,52,2014-2019,2014,2019,5,10.4,Paramount+,Classic Media,CGI,7.4,79
897,Little Bill,52,1999-2004,1999,2004,5,10.4,Nickelodeon,Nickelodeon Animation Studio,Flash,6.3,80
1243,Pinky Dinky Doo,52,2006-2011,2006,2011,5,10.4,Noggin,Sesame WorkshopCartoon Pizza,Flash,6.2,91
1524,Speed Racer: The Next Generation,52,2008-2013,2008,2013,5,10.4,Nicktoons,Speed Racer Enterprises,Flash,4.1,81
80,Archer,145,2009-2023,2009,2023,14,10.35714286,FX (2009-2016)FXX (2017-2023),Floyd County Productions,Flash,8.6,91
356,Celebrity Deathmatch,93,"1998-2002, 2006-2007",1998,2007,9,10.33333333,"MTV, MTV2",Fogelmania ProductionsMTV Animation,Stop-Motion,6.9,95
1084,Nature Cat,93,2015-2024,2015,2024,9,10.33333333,PBS Kids,Spiffy PicturesWTTW,Flash,7.3,77
945,The Magilla Gorilla Show,31,1964-1967,1964,1967,3,10.33333333,Syndication,Hanna-Barbera,Traditional,6.2,86
1282,Richie Rich (1980),41,1980-1984,1980,1984,4,10.25,ABC,Hanna-Barbera,Traditional,6,95
1626,Tumble Leaf,51,2014-2019,2014,2019,5,10.2,Amazon Prime Video,Amazon StudiosBix Pix Entertainment,CGI,8.7,66
244,Bobby's World,81,1990-1998,1990,1998,8,10.125,Fox Kids,Film Roman,Traditional,7.2,90
354,The Cat in the Hat Knows a Lot About That!,80,2010-2018,2010,2018,8,10,PBS Kids,Random House,Flash,6.4,83
422,Disenchantment,50,2018-2023,2018,2023,5,10,Netflix,The ULULU Company,Traditional,7.2,90
642,Gravity Falls,40,2012-2016,2012,2016,4,10,Disney Channel (2012-14)Disney XD (2014-16),Disney Television Animation,Traditional,8.9,96
1165,Paradise PD,40,2018-2022,2018,2022,4,10,Netflix,Damn! Show Productions,Traditional,6.8,84
664,HarmonQuest,30,2016-2019,2016,2019,3,10,SeesoVRV,Universal Content Productions,Flash/Live-Action,8.3,71
1625,Tuca & Bertie,30,2019-2022,2019,2022,3,10,NetflixAdult Swim,ShadowMachine,Flash,7.4,82
85,Assy McGee,20,2006-2008,2006,2008,2,10,Adult Swim,Williams Street,Flash,5.8,78
130,Ballmastrz: 9009,20,2018-2020,2018,2020,2,10,Adult Swim,Williams Street,Flash,6.7,70
265,Can You Teach My Alligator Manners?,20,2008-2010,2008,2010,2,10,Playhouse Disney,OddBot Inc.,Flash,7.8,94
286,Catscratch,20,2005-2007,2005,2007,2,10,Nickelodeon,Nickelodeon Animation Studio,Traditional,6.7,95
378,The Creature Cases,20,2022-2024,2022,2024,2,10,Netflix,Silvergate Media,CGI,7.6,74
414,Dicktown,20,2020-2022,2020,2022,2,10,FXX,Floyd County Productions,Flash,6.8,67
456,Daniel Spellbound,20,2022-2024,2022,2024,2,10,Netflix,Netflix Animation,CGI,6.9,55
503,Exposure,20,2000-2002,2000,2002,2,10,Sci Fi Channel,NA,Traditional,7.9,84
530,Feeling Good with JoJo,20,2006-2008,2006,2008,2,10,Playhouse Disney,Cartoon Pizza,Stop-motion,4.2,44
786,The Jellies!,20,2017-2019,2017,2019,2,10,Adult Swim,Augenblick Studios,Flash,6.3,68
953,Mary Shelley's Frankenhole,20,2010-2012,2010,2012,2,10,Adult Swim,Williams Street,Stop-Motion,7.1,66
1087,Neo Yokio,20,2017-2019,2017,2019,2,10,Netflix,Friends Night,Traditional,6,71
1223,The Proud Family: Louder and Prouder,20,2022-2024,2022,2024,2,10,Disney+,Disney Television Animation,Traditional,3.1,63
1257,Queer Duck,20,2000-2002,2000,2002,2,10,Showtime,Icebox,Flash,6.2,80
1470,Spirit Rangers,20,2022-2024,2022,2024,2,10,Netflix,Netflix Animation,CGI,6.7,53
1568,Ten Year Old Tom,20,2021-2023,2021,2023,2,10,HBO Max / Max,ShadowMachine,Flash,8.2,77
1787,Xavier: Renegade Angel,20,2007-2009,2007,2009,2,10,Adult Swim,PFFRWilliams Street,CGI,7.9,91
339,Curses!,10,2023-2024,2023,2024,1,10,Apple TV+,DreamWorks Animation Television,CGI,6.8,67
441,The Drinky Crow Show,10,2008-2009,2008,2009,1,10,Adult Swim,Mirari FilmsWilliams Street,CGI,6.5,90
550,Forky Asks a Question,10,2019-2020,2019,2020,1,10,Disney+,Pixar Animation Studios,CGI,6.6,84
571,Fright Krewe,10,2023-2024,2023,2024,1,10,HuluPeacock,DreamWorks Animation Television,Traditional,7.4,92
648,Gremlins: Secrets of the Mogwai,10,2023-2024,2023,2024,1,10,Max,Warner Bros. Animation,CGI,7.1,75
791,Jessica's Big Little World,10,2023-2024,2023,2024,1,10,Cartoonito,Cartoon Network Studios,Traditional,7.5,65
840,Kitti Katz,10,2023-2024,2023,2024,1,10,Netflix,KidsCave Entertainment,CGI,6.7,50
965,Mech Cadets,10,2023-2024,2023,2024,1,10,Netflix,Polygon Pictures,CGI,6.7,60
1030,Mulligan,10,2023-2024,2023,2024,1,10,Netflix,Bento Box Entertainment,Flash,4.9,54
1037,My Dad the Bounty Hunter,10,2023-2024,2023,2024,1,10,Netflix,Netflix Animation,CGI,7.2,73
1304,Robotomy,10,2010-2011,2010,2011,1,10,Cartoon Network,Cartoon Network Studios,Traditional,6.5,79
1316,Royal Crackers,10,2023-2024,2023,2024,1,10,Adult Swim,"Titmouse, Inc.",Flash,5.9,66
1483,StoryBots Super Songs,10,2016-2017,2016,2017,1,10,Netflix,JibJab Bros. Studios,CGI,8.8,68
1587,Tiny Toons Looniversity,10,2023-2024,2023,2024,1,10,Max,Warner Bros. Animation,Traditional,6.5,75
1616,Transformers: Titans Return,10,2017-2018,2017,2018,1,10,go90,Hasbro Studios,CGI,5.8,91
1691,Velma,10,2023-2024,2023,2024,1,10,Max,Warner Bros. Animation,Traditional,1.6,11
25,Adventures from the Book of Virtues,39,1996-2000,1996,2000,4,9.75,PBSPBS Kids,PorchLight Entertainment,Traditional,7,94
1179,Pete the Cat,39,2018-2022,2018,2022,4,9.75,Amazon Prime Video,Amazon Studios,Flash,7.8,64
1532,The Stinky & Dirty Show,39,2015-2019,2015,2019,4,9.75,Amazon Prime Video,Amazon Studios,CGI,7.4,61
1649,ToddWorld,39,2004-2008,2004,2008,4,9.75,Discovery Kids,Mike Young Productions,Flash,7.6,69
1722,The Weekenders,39,2000-2004,2000,2004,4,9.75,ABCUPNToon Disney,Walt Disney Television Animation,Traditional,8,95
121,Arthur,253,1996-2022,1996,2022,26,9.730769231,PBS Kids,WGBH,"Traditional (Seasons 1-15, 20-25)
Cel (Seasons 1-3)
Digital ink-and-paint (Seasons 4-15, 20-25)
Flash (Seasons 16-25)
Adobe Flash (Seasons 16-19)
Toon Boom Harmony (Seasons 20-25)",7.4,86
285,CatDog,68,1998-2005,1998,2005,7,9.714285714,Nickelodeon,"Peter Hannan Productions
Nickelodeon Animation Studio",Traditional,6.5,89
1339,Science Court,29,1997-2000,1997,2000,3,9.666666667,ABC,Tom Snyder Productions,Traditional,8.3,91
252,Bubble Guppies,125,2011-2024,2011,2024,13,9.615384615,Nickelodeon,Nickelodeon Animation Studio,CGI,6.3,84
835,King of the Hill,259,1997-2024,1997,2024,27,9.592592593,Fox,Deedle-Dee Productions,Traditional,7.5,89
1541,Super Monsters,38,2017-2021,2017,2021,4,9.5,Netflix,41 Entertainment,CGI,6.2,78
87,The Astronut Show,19,1965-1967,1965,1967,2,9.5,Syndication,Terrytoons,Traditional,7.9,84
350,Carmen Sandiego,19,2019-2021,2019,2021,2,9.5,Netflix,Top Draw Animation,Flash,7.9,90
657,Hamster & Gretel,19,2022-2024,2022,2024,2,9.5,Disney Channel,Disney Television Animation,Traditional,6.8,74
